Количество дней со среднесуточной температурой ниже 0°С_в следующем месяце,Сумма максимальных температур,Количество дней со среднесуточной температурой выше 0°С_в следующем месяце,Среднее изменение суточного количества осадков_6 месяцев назад,Количество дней со среднесуточной температурой ниже 0°С_1 месяц назад,Сумма квадратов положительных температур_2 месяца назад,mean_temp_amplitude_3 месяца назад,Сумма максимальных температур_в следующем месяце,Минимальная температура_1 месяц назад,Сумма квадратов отрицательных температур_5 месяца назад,Средняя температура,Сумма минимальных температур,mean_temp_amplitude_2 месяца назад,mean_temp_amplitude,Сумма квадратов среднесуточных температур_5 месяца назад,Сумма максимальных температур_1 месяц назад,Сумма квадратов отрицательных температур_1 месяц назад,Сумма отрицательных температур_в следующем месяце,Сумма квадратов положительных температур_в следующем месяце,Сумма квадратов положительных температур_1 месяц назад,Сумма отрицательных температур_1 месяц назад,Максимальная температура_1 месяц назад,Количество дней с суточными осадками более 10 мм_2 месяца назад,Сумма квадратов среднесуточных температур_1 месяц назад,mean_temp_amplitude_5 месяца назад,Сумма квадратов отрицательных температур_в следующем месяце,Максимальная температура,Сумма отрицательных температур,Минимальная температура_в следующем месяце,Сумма минимальных температур_1 месяц назад,Сумма квадратов отрицательных температур,Сумма квадратов среднесуточных температур,Среднее изменение суточного количества осадков_4 месяца назад,Сумма положительных температур,Сумма положительных температур_2 месяца назад,Максимальное количество осадков_2 месяца назад,Среднее изменение суточного количества осадков_2 месяца назад,Количество дней с суточными осадками более 1 мм_6 месяцев назад,Среднее изменение суточного количества осадков_в следующем месяце,ij_1,Среднее изменение суточного количества осадков_3 месяца назад,Количество дней со среднесуточной температурой выше 0°С_2 месяца назад,Количество дней с среднесуточной отрицательной температурой и наличием осадков_в следующем месяце,Средняя температура_в следующем месяце,Сумма положительных температур_в следующем месяце,mean_temp_amplitude_1 месяц назад,Среднее изменение суточного количества осадков_7 месяцев назад,Сумма осадков_7 месяцев назад,Сумма минимальных температур_в следующем месяце,Минимальная температура,Сумма положительных температур_1 месяц назад,Разница между максимальной и минимальной температурой _в следующем месяце,Количество дней с среднесуточной отрицательной температурой и наличием осадков_3 месяца назад,Разница между максимальной и минимальной температурой _5 месяца назад,Количество дней с суточными осадками более 10 мм_7 месяцев назад,Максимальная температура_в следующем месяце,mean_temp_amplitude_6 месяцев назад,Сумма квадратов суточного количества осадков_4 месяца назад,Сумма квадратов среднесуточных температур_6 месяцев назад,Количество дней со среднесуточной температурой ниже 0°С_4 месяца назад,Разница между максимальной и минимальной температурой _6 месяцев назад,Средняя температура_1 месяц назад
3.0,118.6,30.0,0.0068965517241379,25.0,0.333125,5.671428571428571,352.4,-8.23,6429.700937500001,0.9125,-71.0,6.67741935483871,6.116129032258065,6431.48421875,-27.1,1052.954375,0.0,2826.912334183674,29.2396875,-131.77499999999998,-0.9033333333333332,0.0,1082.1940625,6.503225806451613,0.0,3.825806451612903,-36.6625,4.743333333333334,-246.9,148.66296875,540.4904687500001,0.1,64.95,0.7250000000000001,6.0,-0.0766666666666666,12.0,0.0655172413793103,0.0,-0.0259259259259259,4.0,0.0,8.543214285714287,256.2964285714286,7.326666666666667,0.0,58.7,142.3,-2.290322580645161,14.55,23.6,12.0,28.8,2.0,11.746666666666666,3.856666666666667,87.38000000000001,1264.96203125,31.0,21.0,-3.9075
0.0,352.4,31.0,-0.0133333333333333,22.0,29.2396875,6.67741935483871,369.0,-2.290322580645161,17455.661718749994,8.543214285714287,142.3,7.326666666666667,7.003333333333333,17455.661718749998,118.6,148.66296875,0.0,2676.7559375,391.8275000000001,-36.6625,3.825806451612903,0.0,540.4904687500001,9.76774193548387,0.0,11.746666666666666,0.0,5.716129032258064,-71.0,0.0,2826.912334183674,-0.0259259259259259,256.2964285714286,14.55,10.0,-0.0137931034482758,11.0,-0.15,0.0,-0.0766666666666666,13.0,0.0,8.983064516129033,278.475,6.116129032258065,0.0068965517241379,41.0,177.2,4.743333333333334,64.95,19.4,22.0,40.4,0.0,11.903225806451612,6.503225806451613,87.73,6431.48421875,28.0,28.8,0.9125
0.0,369.0,31.0,0.1,3.0,391.8275000000001,7.326666666666667,473.5,4.743333333333334,10027.18328125,8.983064516129033,177.2,6.116129032258065,6.187096774193549,10028.563437499995,352.4,0.0,0.0,4724.687343750001,2826.912334183674,0.0,11.746666666666666,0.0,2826.912334183674,5.671428571428571,0.0,11.903225806451612,0.0,7.687096774193549,142.3,0.0,2676.7559375,-0.0766666666666666,278.475,64.95,8.5,-0.1666666666666666,6.0,0.0266666666666666,0.0,-0.0137931034482758,24.0,0.0,11.84233870967742,367.1125,7.003333333333333,-0.0133333333333333,63.2,238.3,5.716129032258064,256.2964285714286,23.9,17.0,40.4,0.0,15.274193548387096,9.76774193548387,165.43,17455.661718749998,31.0,40.4,8.543214285714287
1.0,473.5,30.0,-0.0259259259259259,0.0,2826.912334183674,6.116129032258065,245.1,5.716129032258064,2393.3598437499995,11.84233870967742,238.3,7.003333333333333,7.587096774193548,2393.69296875,369.0,0.0,0.0,1141.64609375,2676.7559375,0.0,11.903225806451612,3.0,2676.7559375,6.67741935483871,0.0,15.274193548387096,0.0,3.103333333333333,177.2,0.0,4724.687343750001,-0.0137931034482758,367.1125,256.2964285714286,28.0,0.0655172413793103,6.0,0.0,0.0,-0.1666666666666666,30.0,0.0,5.74375,172.31249999999997,6.187096774193549,0.1,26.6,93.1,7.687096774193549,278.475,13.4,7.0,29.700000000000003,0.0,8.17,5.671428571428571,214.87,10028.563437499995,25.0,40.4,8.983064516129033
22.0,245.1,14.0,-0.0766666666666666,0.0,2676.7559375,7.003333333333333,-56.7,7.687096774193549,1052.954375,5.74375,93.1,6.187096774193549,5.066666666666666,1082.1940625,473.5,0.0,-162.65,83.71734375,4724.687343750001,0.0,15.274193548387096,0.0,4724.687343750001,7.326666666666667,1785.3128125000003,8.17,0.0,-7.729032258064516,238.3,0.0,1141.64609375,-0.1666666666666666,172.31249999999997,278.475,6.0,-0.15,12.0,-0.0599999999999999,0.0,0.0655172413793103,31.0,12.0,-4.396370967741936,26.3625,7.587096774193548,-0.0259259259259259,22.9,-239.6,3.103333333333333,367.1125,29.3,0.0,31.2,0.0,-1.829032258064516,6.67741935483871,235.24,2393.69296875,22.0,29.700000000000003,11.84233870967742
28.0,-56.7,11.0,-0.0137931034482758,1.0,4724.687343750001,6.187096774193549,-75.6,3.103333333333333,148.66296875,-4.396370967741936,-239.6,7.587096774193548,5.9,540.4904687500001,245.1,0.0,-164.13749999999996,6.2739062500000005,1141.64609375,0.0,8.17,1.0,1141.64609375,6.116129032258065,1638.40890625,-1.829032258064516,-162.65,-8.086666666666666,93.1,1785.3128125000003,1869.03015625,0.0655172413793103,26.3625,367.1125,22.0,0.0266666666666666,10.0,0.0551724137931033,0.0,-0.15,31.0,21.0,-5.309166666666667,4.8625,5.066666666666666,-0.0766666666666666,48.1,-242.6,-7.729032258064516,172.31249999999997,34.0,0.0,28.3,0.0,-2.52,7.326666666666667,1436.25,1082.1940625,3.0,31.2,5.74375
31.0,-75.6,1.0,-0.1666666666666666,22.0,1141.64609375,7.587096774193548,-263.4,-7.729032258064516,0.0,-5.309166666666667,-242.6,5.066666666666666,5.566666666666666,2826.912334183674,-56.7,1785.3128125000003,-345.36249999999995,0.0,83.71734375,-162.65,-1.829032258064516,1.0,1869.03015625,7.003333333333333,6584.750781249999,-2.52,-164.13749999999996,-14.561290322580644,-239.6,1638.40890625,1644.6828125,-0.15,4.8625,172.31249999999997,13.3,0.0,8.0,-0.0433333333333333,0.0,0.0266666666666666,30.0,23.0,-11.140725806451613,0.0,5.9,-0.0137931034482758,40.9,-451.4,-8.086666666666666,26.3625,35.0,0.0,23.6,0.0,-8.496774193548386,6.116129032258065,75.34,540.4904687500001,0.0,28.3,-4.396370967741936
31.0,-263.4,0.0,0.0655172413793103,28.0,83.71734375,5.066666666666666,-562.9,-8.086666666666666,0.0,-11.140725806451613,-451.4,5.9,6.064516129032258,2676.7559375,-75.6,1638.40890625,-712.0000000000003,0.0,6.2739062500000005,-164.13749999999996,-2.52,1.0,1644.6828125,6.187096774193549,18823.050625,-8.496774193548386,-345.36249999999995,-27.835483870967742,-242.6,6584.750781249999,6584.750781249999,0.0266666666666666,0.0,26.3625,13.6,-0.0599999999999999,9.0,0.1133333333333333,0.0,0.0,14.0,18.0,-22.967741935483872,0.0,5.566666666666666,-0.1666666666666666,41.2,-862.9,-14.561290322580644,4.8625,40.3,0.0,19.4,0.0,-18.15806451612903,7.003333333333333,688.34,2826.912334183674,0.0,23.6,-5.309166666666667
28.0,-562.9,5.0,-0.15,31.0,6.2739062500000005,5.9,-260.3,-14.561290322580644,0.0,-22.967741935483872,-862.9,5.566666666666666,9.67741935483871,4724.687343750001,-263.4,6584.750781249999,-342.30000000000007,0.0,0.0,-345.36249999999995,-8.496774193548386,2.0,6584.750781249999,7.587096774193548,6809.758750000002,-18.15806451612903,-712.0000000000003,-15.196428571428571,-451.4,18823.050625,18823.050625,0.0,0.0,4.8625,14.0,0.0551724137931033,3.0,-0.0481481481481481,0.0,-0.0599999999999999,11.0,21.0,-12.225,0.0,6.064516129032258,0.0655172413793103,87.1,-425.5,-27.835483870967742,0.0,35.2,12.0,23.9,3.0,-9.296428571428573,6.187096774193549,356.02,2676.7559375,1.0,19.4,-11.140725806451613
31.0,-260.3,14.0,0.0266666666666666,31.0,0.0,5.566666666666666,-59.3,-27.835483870967742,0.0,-12.225,-425.5,6.064516129032258,5.9,1141.64609375,-562.9,18823.050625,-131.3928571428571,2.26734375,0.0,-712.0000000000003,-18.15806451612903,0.0,18823.050625,5.066666666666666,1434.1458099489796,-9.296428571428573,-342.30000000000007,-7.251612903225807,-862.9,6809.758750000002,6809.758750000001,-0.0599999999999999,0.0,0.0,6.0,-0.0433333333333333,14.0,-7.401486830834377e-18,0.0,0.0551724137931033,1.0,15.0,-4.1396889400921655,3.0625,9.67741935483871,-0.15,21.2,-224.8,-15.196428571428571,0.0,27.2,21.0,13.4,0.0,-1.912903225806452,7.587096774193548,367.69,4724.687343750001,22.0,23.9,-22.967741935483872
30.0,-59.3,17.0,0.0,28.0,0.0,6.064516129032258,-0.4000000000000008,-15.196428571428571,1785.3128125000003,-4.1396889400921655,-224.8,9.67741935483871,5.338709677419355,1869.03015625,-260.3,6809.758750000002,-107.1375,17.01625,0.0,-342.30000000000007,-9.296428571428573,0.0,6809.758750000001,5.9,842.21640625,-1.912903225806452,-131.3928571428571,-7.363333333333333,-425.5,1434.1458099489796,1436.4131536989794,0.0551724137931033,3.0625,0.0,6.5,0.1133333333333333,13.0,0.1379310344827586,0.0,-0.0433333333333333,0.0,12.0,-3.1879166666666667,11.499999999999998,5.9,0.0266666666666666,69.2,-220.9,-7.251612903225807,0.0,25.9,23.0,29.3,1.0,-0.0133333333333333,5.066666666666666,511.98,1141.64609375,28.0,13.4,-12.225
7.0,-0.4000000000000008,31.0,-0.0599999999999999,31.0,0.0,9.67741935483871,323.6,-7.251612903225807,1638.40890625,-3.1879166666666667,-220.9,5.9,7.35,1644.6828125,-59.3,1434.1458099489796,-4.0875,1899.74109375,2.26734375,-131.3928571428571,-1.912903225806452,0.0,1436.4131536989794,5.566666666666666,5.9457812500000005,-0.0133333333333333,-107.1375,1.961290322580645,-224.8,842.21640625,859.23265625,-0.0433333333333333,11.499999999999998,0.0,5.0,-0.0481481481481481,11.0,-0.01,0.0,0.1133333333333333,5.0,2.0,6.409677419354838,202.7875,5.338709677419355,0.0,58.6,60.8,-7.363333333333333,3.0625,25.700000000000003,18.0,34.0,1.0,10.438709677419356,5.9,143.44,1869.03015625,31.0,29.3,-4.1396889400921655
0.0,323.6,30.0,0.0551724137931033,30.0,2.26734375,5.9,463.4,-7.363333333333333,6584.750781249999,6.409677419354838,60.8,5.338709677419355,8.47741935483871,6584.750781249999,-0.4000000000000008,842.21640625,0.0,4786.953281249999,17.01625,-107.1375,-0.0133333333333333,0.0,859.23265625,6.064516129032258,0.0,10.438709677419356,-4.0875,8.243333333333332,-220.9,5.9457812500000005,1905.686875,0.1133333333333333,202.7875,3.0625,4.0,-7.401486830834377e-18,16.0,-0.1034482758620689,0.0,-0.0481481481481481,14.0,0.0,12.072083333333332,362.1625,7.35,-0.0599999999999999,52.1,247.3,1.961290322580645,11.499999999999998,21.8,21.0,35.0,1.0,15.446666666666664,5.566666666666666,167.35,1644.6828125,31.0,34.0,-3.1879166666666667
0.0,463.4,31.0,-0.0433333333333333,7.0,17.01625,5.338709677419355,350.2,1.961290322580645,18823.050625,12.072083333333332,247.3,7.35,7.203333333333334,18823.050625,323.6,5.9457812500000005,0.0,2664.1565625000003,1899.74109375,-4.0875,10.438709677419356,0.0,1905.686875,9.67741935483871,0.0,15.446666666666664,0.0,6.612903225806452,60.8,0.0,4786.953281249999,-0.0481481481481481,362.1625,11.499999999999998,4.0,0.1379310344827586,15.0,2.8680761469483214e-17,0.0,-7.401486830834377e-18,17.0,0.0,9.037903225806453,280.175,8.47741935483871,0.0551724137931033,72.6,205.0,8.243333333333332,202.7875,16.3,15.0,40.3,2.0,11.296774193548387,6.064516129032258,61.63,6584.750781249999,28.0,35.0,6.409677419354838
1.0,350.2,31.0,0.1133333333333333,0.0,1899.74109375,7.35,410.8,8.243333333333332,6809.758750000002,9.037903225806453,205.0,8.47741935483871,4.683870967741935,6809.758750000001,463.4,0.0,0.0,3387.7414062500006,4786.953281249999,0.0,15.446666666666664,1.0,4786.953281249999,5.9,0.0,11.296774193548387,0.0,6.290322580645161,247.3,0.0,2664.1565625,-7.401486830834377e-18,280.175,202.7875,12.0,-0.01,9.0,2.590520390792032e-17,0.0,0.1379310344827586,31.0,0.0,9.943145161290325,308.23750000000007,7.203333333333334,-0.0433333333333333,44.6,195.0,6.612903225806452,362.1625,21.6,12.0,35.2,0.0,13.251612903225809,9.67741935483871,49.71,18823.050625,31.0,40.3,12.072083333333332
3.0,410.8,30.0,-0.0481481481481481,0.0,4786.953281249999,8.47741935483871,281.0,6.612903225806452,1434.1458099489796,9.943145161290325,195.0,7.203333333333334,6.961290322580646,1436.4131536989794,350.2,0.0,-3.3875,1693.870593112245,2664.1565625000003,0.0,11.296774193548387,2.0,2664.1565625,5.338709677419355,8.185156249999999,13.251612903225809,0.0,4.283333333333333,205.0,0.0,3387.7414062500006,0.1379310344827586,308.23750000000007,362.1625,48.0,-0.1034482758620689,8.0,3.062684205862501e-17,0.0,-0.01,30.0,0.0,6.94970238095238,211.87857142857143,4.683870967741935,0.1133333333333333,39.9,128.5,6.290322580645161,280.175,23.1,2.0,27.2,0.0,9.366666666666667,5.9,22.33,6809.758750000001,30.0,35.2,9.037903225806453
26.0,281.0,19.0,-7.401486830834377e-18,1.0,2664.1565625000003,7.203333333333334,-2.1,6.290322580645161,842.21640625,6.94970238095238,128.5,4.683870967741935,5.083333333333333,859.23265625,410.8,0.0,-76.2125,18.1384375,3387.7414062500006,0.0,13.251612903225809,0.0,3387.7414062500006,7.35,494.90859375,9.366666666666667,-3.3875,-4.187096774193549,195.0,8.185156249999999,1702.0557493622448,-0.01,211.87857142857143,280.175,8.0,2.8680761469483214e-17,6.0,0.0499999999999999,0.0,-0.1034482758620689,31.0,10.0,-2.041532258064516,12.925,6.961290322580646,-0.0481481481481481,25.7,-129.8,4.283333333333333,308.23750000000007,19.4,0.0,25.9,0.0,-0.0677419354838709,5.338709677419355,259.57,1436.4131536989794,7.0,27.2,9.943145161290325
30.0,-2.1,3.0,0.1379310344827586,3.0,3387.7414062500006,4.683870967741935,-169.5,4.283333333333333,5.9457812500000005,-2.041532258064516,-129.8,6.961290322580646,4.119354838709677,1905.686875,281.0,8.185156249999999,-234.7875,0.0056249999999999,1693.870593112245,-3.3875,9.366666666666667,2.0,1702.0557493622448,8.47741935483871,2928.60265625,-0.0677419354838709,-76.2125,-10.166666666666666,128.5,494.90859375,513.04703125,-0.1034482758620689,12.925,308.23750000000007,18.0,2.590520390792032e-17,2.0,0.0068965517241379,0.0,2.8680761469483214e-17,31.0,19.0,-7.82375,0.0749999999999999,5.083333333333333,-7.401486830834377e-18,21.9,-305.0,-4.187096774193549,211.87857142857143,27.6,0.0,25.700000000000003,0.0,-5.65,7.35,2661.83,859.23265625,0.0,25.9,6.94970238095238
31.0,-169.5,0.0,-0.01,26.0,1693.870593112245,6.961290322580646,-240.8,-4.187096774193549,0.0,-7.82375,-305.0,5.083333333333333,4.516666666666667,4786.953281249999,-2.1,494.90859375,-311.8500000000001,0.0,18.1384375,-76.2125,-0.0677419354838709,1.0,513.04703125,7.203333333333334,4235.649375,-5.65,-234.7875,-12.880645161290325,-129.8,2928.60265625,2928.6082812500003,2.8680761469483214e-17,0.0749999999999999,211.87857142857143,18.0,3.062684205862501e-17,9.0,-0.0466666666666666,0.0,2.590520390792032e-17,30.0,23.0,-10.05967741935484,0.0,4.119354838709677,0.1379310344827586,10.5,-399.3,-10.166666666666666,12.925,25.4,0.0,21.8,0.0,-7.767741935483872,8.47741935483871,229.86,1905.686875,0.0,25.700000000000003,-2.041532258064516
31.0,-240.8,0.0,-0.1034482758620689,30.0,18.1384375,5.083333333333333,-467.3,-10.166666666666666,0.0,-10.05967741935484,-399.3,4.119354838709677,5.112903225806452,2664.1565625,-169.5,2928.60265625,-559.3749999999999,0.0,0.0056249999999999,-234.7875,-5.65,1.0,2928.6082812500003,4.683870967741935,11375.023749999998,-7.767741935483872,-311.8500000000001,-21.72258064516129,-305.0,4235.649375,4235.649375,2.590520390792032e-17,0.0,12.925,19.0,0.0499999999999999,15.0,0.0166666666666666,0.0,3.062684205862501e-17,19.0,17.0,-18.04435483870968,0.0,4.516666666666667,-0.01,40.7,-673.4,-12.880645161290325,0.0749999999999999,35.5,0.0,16.3,1.0,-15.074193548387097,7.203333333333334,722.89,4786.953281249999,1.0,21.8,-7.82375
28.0,-467.3,3.0,2.8680761469483214e-17,31.0,0.0056249999999999,4.119354838709677,-105.6,-12.880645161290325,0.0,-18.04435483870968,-673.4,4.516666666666667,6.648387096774194,3387.7414062500006,-240.8,4235.649375,-163.82500000000002,1.02515625,0.0,-311.8500000000001,-7.767741935483872,0.0,4235.649375,6.961290322580646,1443.0146875,-15.074193548387097,-559.3749999999999,-7.820689655172413,-399.3,11375.023749999998,11375.02375,3.062684205862501e-17,0.0,0.0749999999999999,4.2,0.0068965517241379,9.0,-0.0142857142857143,0.0,0.0499999999999999,3.0,15.0,-5.614224137931035,1.0125,5.112903225806452,-0.1034482758620689,107.5,-226.8,-21.72258064516129,0.0,24.1,10.0,21.6,2.0,-3.6413793103448273,4.683870967741935,439.9500000000001,2664.1565625,3.0,16.3,-10.05967741935484
29.0,-105.6,8.0,2.590520390792032e-17,31.0,0.0,4.516666666666667,-166.29999999999998,-21.72258064516129,8.185156249999999,-5.614224137931035,-226.8,5.112903225806452,4.179310344827586,1702.0557493622448,-467.3,11375.023749999998,-286.1625000000001,16.849843749999998,0.0,-559.3749999999999,-15.074193548387097,0.0,11375.02375,5.083333333333333,4606.28796875,-3.6413793103448273,-163.82500000000002,-13.416129032258064,-673.4,1443.0146875,1444.0398437499998,0.0499999999999999,1.0125,0.0,7.0,-0.0466666666666666,10.0,-0.0966666666666666,0.0,0.0068965517241379,0.0,14.0,-8.96532258064516,8.2375,6.648387096774194,2.8680761469483214e-17,43.4,-415.9,-7.820689655172413,0.0,40.9,19.0,23.1,0.0,-5.364516129032258,6.961290322580646,498.08,3387.7414062500006,26.0,21.6,-18.04435483870968
27.0,-166.29999999999998,22.0,3.062684205862501e-17,28.0,0.0,5.112903225806452,60.7,-7.820689655172413,494.90859375,-8.96532258064516,-415.9,6.648387096774194,8.051612903225806,513.04703125,-105.6,1443.0146875,-44.7625,53.33390625,1.02515625,-163.82500000000002,-3.6413793103448273,0.0,1444.0398437499998,4.119354838709677,194.34921875,-5.364516129032258,-286.1625000000001,-4.67,-226.8,4606.28796875,4623.137812499999,0.0068965517241379,8.2375,0.0,5.0,0.0166666666666666,7.0,8.613799328988282e-17,0.0,-0.0466666666666666,0.0,11.0,-0.8433333333333334,19.4625,4.179310344827586,2.590520390792032e-17,63.7,-140.1,-13.416129032258064,1.0125,24.3,23.0,19.4,2.0,2.023333333333333,5.083333333333333,114.34,1702.0557493622448,30.0,23.1,-5.614224137931035
14.0,60.7,27.0,0.0499999999999999,29.0,1.02515625,6.648387096774194,278.5,-13.416129032258064,2928.60265625,-0.8433333333333334,-140.1,4.179310344827586,6.6933333333333325,2928.6082812500003,-166.29999999999998,4606.28796875,-23.3125,1852.6559375,16.849843749999998,-286.1625000000001,-5.364516129032258,0.0,4623.137812499999,4.516666666666667,92.04265625,2.023333333333333,-44.7625,-0.2322580645161291,-415.9,194.34921875,247.683125,-0.0466666666666666,19.4625,1.0125,4.4,-0.0142857142857143,9.0,0.0,1.0,0.0166666666666666,3.0,1.0,5.010887096774193,178.65,8.051612903225806,3.062684205862501e-17,47.7,-7.200000000000003,-4.67,8.2375,37.6,17.0,27.6,1.0,8.983870967741936,4.119354838709677,109.47,513.04703125,31.0,19.4,-8.96532258064516
0.0,278.5,30.0,0.0068965517241379,27.0,16.849843749999998,4.179310344827586,402.4,-4.67,4235.649375,5.010887096774193,-7.200000000000003,8.051612903225806,9.216129032258063,4235.649375,60.7,194.34921875,0.0,3576.63140625,53.33390625,-44.7625,2.023333333333333,0.0,247.683125,5.112903225806452,0.0,8.983870967741936,-23.3125,6.34,-140.1,92.04265625,1944.69859375,0.0166666666666666,178.65,8.2375,3.2,-0.0966666666666666,12.0,-3.062684205862501e-17,0.0,-0.0142857142857143,8.0,0.0,9.957916666666668,298.7375,6.6933333333333325,0.0499999999999999,55.6,190.2,-0.2322580645161291,19.4625,28.0,15.0,25.4,1.0,13.413333333333332,4.516666666666667,45.7,2928.6082812500003,31.0,27.6,-0.8433333333333334
0.0,402.4,31.0,-0.0466666666666666,14.0,53.33390625,8.051612903225806,712.4,-0.2322580645161291,11375.023749999998,9.957916666666668,190.2,6.6933333333333325,7.073333333333333,11375.02375,278.5,92.04265625,0.0,11348.6878125,1852.6559375,-23.3125,8.983870967741936,0.0,1944.69859375,6.648387096774194,0.0,13.413333333333332,0.0,13.48709677419355,-7.200000000000003,0.0,3576.63140625,-0.0142857142857143,298.7375,19.4625,10.0,8.613799328988282e-17,12.0,-1.4802973661668754e-17,0.0,-0.0966666666666666,22.0,0.0,18.78306451612903,582.275,9.216129032258063,0.0068965517241379,38.0,418.1,6.34,178.65,27.4,14.0,35.5,0.0,22.98064516129032,5.112903225806452,30.180000000000007,4235.649375,28.0,25.4,5.010887096774193
0.0,712.4,31.0,0.0166666666666666,0.0,1852.6559375,6.6933333333333325,571.8,6.34,1443.0146875,18.78306451612903,418.1,9.216129032258063,9.493548387096777,1444.0398437499998,402.4,0.0,0.0,6973.495937499999,3576.63140625,0.0,13.413333333333332,2.0,3576.63140625,4.179310344827586,0.0,22.98064516129032,0.0,9.925806451612903,190.2,0.0,11348.6878125,-0.0966666666666666,582.275,178.65,11.0,0.0,5.0,-0.3233333333333332,0.0,8.613799328988282e-17,27.0,0.0,14.53709677419355,450.6499999999999,7.073333333333333,-0.0466666666666666,36.1,307.7,13.48709677419355,298.7375,25.9,11.0,24.1,0.0,18.44516129032258,6.648387096774194,37.09,11375.02375,29.0,35.5,9.957916666666668
0.0,571.8,30.0,-0.0142857142857143,0.0,3576.63140625,9.216129032258063,374.0,13.48709677419355,4606.28796875,14.53709677419355,307.7,7.073333333333333,8.519354838709678,4623.137812499999,712.4,0.0,0.0,2974.7439062499984,11348.6878125,0.0,22.98064516129032,1.0,11348.6878125,8.051612903225806,0.0,18.44516129032258,0.0,6.763333333333334,418.1,0.0,6973.4959375,8.613799328988282e-17,450.6499999999999,298.7375,13.0,-3.062684205862501e-17,3.0,-5.359697360259377e-17,0.0,0.0,30.0,0.0,9.682916666666667,290.4874999999999,9.493548387096777,0.0166666666666666,18.4,202.9,9.925806451612903,582.275,17.6,1.0,40.9,0.0,12.466666666666669,4.179310344827586,264.92,1444.0398437499998,27.0,24.1,18.78306451612903
10.0,374.0,26.0,-0.0966666666666666,0.0,11348.6878125,7.073333333333333,123.9,9.925806451612903,194.34921875,9.682916666666667,202.9,9.493548387096777,5.703333333333333,247.683125,571.8,0.0,-15.175,458.6425,6973.495937499999,0.0,18.44516129032258,0.0,6973.4959375,6.6933333333333325,55.4196875,12.466666666666669,0.0,1.0129032258064516,307.7,0.0,2974.74390625,0.0,290.4874999999999,582.275,5.0,-1.4802973661668754e-17,5.0,-0.0033333333333333,0.0,-3.062684205862501e-17,31.0,4.0,2.64758064516129,97.25,8.519354838709678,-0.0142857142857143,14.8,31.4,6.763333333333334,450.6499999999999,21.3,0.0,24.3,0.0,3.9967741935483874,8.051612903225806,350.12,4623.137812499999,14.0,40.9,14.53709677419355
30.0,123.9,5.0,8.613799328988282e-17,0.0,6973.495937499999,9.493548387096777,-246.7,6.763333333333334,92.04265625,2.64758064516129,31.4,8.519354838709678,2.9838709677419355,1944.69859375,374.0,0.0,-333.575,1.66015625,2974.7439062499984,0.0,12.466666666666669,2.0,2974.74390625,9.216129032258063,5109.70875,3.9967741935483874,-15.175,-13.916666666666666,202.9,55.4196875,514.0621874999999,-3.062684205862501e-17,97.25,450.6499999999999,33.0,-0.3233333333333332,8.0,3.062684205862501e-17,0.0,-1.4802973661668754e-17,31.0,10.0,-11.050416666666669,2.0625,5.703333333333333,-0.0966666666666666,17.5,-417.5,1.0129032258064516,290.4874999999999,27.1,0.0,37.6,0.0,-8.223333333333333,6.6933333333333325,464.64,247.683125,0.0,24.3,9.682916666666667
31.0,-246.7,0.0,0.0,10.0,2974.7439062499984,8.519354838709678,-449.4,1.0129032258064516,0.0,-11.050416666666669,-417.5,5.703333333333333,5.693333333333333,3576.63140625,123.9,55.4196875,-569.0250000000001,0.0,458.6425,-15.175,3.9967741935483874,1.0,514.0621874999999,7.073333333333333,13452.173125,-8.223333333333333,-333.575,-22.65806451612903,31.4,5109.70875,5111.36890625,-1.4802973661668754e-17,2.0625,290.4874999999999,15.0,-5.359697360259377e-17,6.0,0.0466666666666667,0.0,-0.3233333333333332,30.0,25.0,-18.35564516129032,0.0,2.9838709677419355,8.613799328988282e-17,45.0,-702.4,-13.916666666666666,97.25,40.8,0.0,28.0,0.0,-14.496774193548386,9.216129032258063,53.69,1944.69859375,0.0,37.6,2.64758064516129
31.0,-449.4,0.0,-3.062684205862501e-17,30.0,458.6425,5.703333333333333,-364.7,-13.916666666666666,0.0,-18.35564516129032,-702.4,2.9838709677419355,8.161290322580646,11348.6878125,-246.7,5109.70875,-457.9500000000001,0.0,1.66015625,-333.575,-8.223333333333333,0.0,5111.36890625,9.493548387096777,10955.328125000002,-14.496774193548386,-569.0250000000001,-17.916129032258063,-417.5,13452.173125,13452.173125,-0.3233333333333332,0.0,97.25,4.4,-0.0033333333333333,10.0,0.0066666666666666,0.0,-5.359697360259377e-17,26.0,22.0,-14.77258064516129,0.0,5.693333333333333,0.0,41.8,-555.4,-22.65806451612903,2.0625,44.3,0.0,27.4,2.0,-11.764516129032256,7.073333333333333,1561.92,3576.63140625,0.0,28.0,-11.050416666666669
